hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,1,100,100
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,2,101.03,101.11
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,3,101.4 ,101.08
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,4,101.79,101.1
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,5,102.44,101.5
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,6,102.83,101.59
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,7,103.07,102
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,8,103.24,102.23
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,9,102.91,102.11
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,10 ,103.17,102.51
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,11 ,104.02,103.42
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,12 ,103.8 ,103.53
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,1,103.97,103.98
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,2,104.45,104.52
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,3,105.64,105.32
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,4,106.08,105.36
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,5,106.68,105.7
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,6,107.1 ,105.8
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,7,107.22,106.11
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,8,107.65,106.58
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,9,107.69,106.85
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,10 ,108.3 ,107.58
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,11 ,108.58,107.97
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,12 ,108.91,108.64
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,1,108.68,108.72
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,2,108.47,108.53
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,3,109.34,109.07
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,4,110.37,109.6
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,5,111.03,110.01
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,6,112.08,110.7
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,7,112.36,111.17
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,8,112.75,111.61
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,9,113.3 ,112.39
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,10 ,113.42,112.64
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,11 ,113.67,113.05
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,12 ,113.94,113.68
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,1,114.29,114.4
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,2,114.63,114.69
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,3,115.34,115.09
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,4,116.57,115.75
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,5,117.38,116.29
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,6,118.14,116.67
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,7,118.09,116.79
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,8,118.52,117.29
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,9,118.73,117.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,10 ,119.08,118.24
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,11 ,119.41,118.81
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,12 ,119.12,118.86
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,1,119.5 ,119.71
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,2,120.23,120.28
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,3,120.75,120.49
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,4,122.02,121.18
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,5,122.31,121.12
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,6,123.48,121.94
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,7,123.92,122.51
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,8,124.54,123.24
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,9,124.72,123.65
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,10 ,125.05,124.14
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,11 ,124.94,124.34
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,12 ,125.36,125.13
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,1,125.19,125.52
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,2,126.34,126.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,3,127.1 ,126.79
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,4,128.58,127.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,5,129.33,128.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,6,129.8 ,128.19
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,7,130.43,128.88
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,8,130.11,128.71
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,9,130.41,129.27
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,10 ,130.25,129.27
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,11 ,131.08,130.5
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,12 ,130.91,130.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,1,130.31,130.73
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,2,130.94,130.96
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,3,132.26,131.89
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,4,132.5 ,131.68
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,5,133.97,132.55
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,6,134.42,132.79
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,7,134.7 ,133.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,8,135.04,133.54
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,9,134.9 ,133.7
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,10 ,135.27,134.25
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,11 ,135.16,134.6
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,12 ,135.06,134.94
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,1,134.95,135.41
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,2,136.22,136.27
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,3,136.97,136.53
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,4,137.73,136.93
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,5,138.89,137.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,6,139.78,138.09
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,7,140.22,138.44
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,8,140.52,138.93
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,9,141.03,139.73
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,10 ,141.6 ,140.51
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,11 ,141.86,141.33
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,12 ,141.78,141.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,1,141.87,142.33
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,2,143.02,143.1
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,3,143.98,143.49
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,4,144.86,144.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,5,146.53,144.91
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,6,147.17,145.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,7,147.96,146.05
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,8,148.73,147.03
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,9,148.61,147.19
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,10 ,149.2 ,148.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,11 ,148.89,148.34
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,12 ,149.04,149.08
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,1,150.28,150.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,2,149.88,150.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,3,151.81,151.3
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,4,152.87,152.01
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,5,154.12,152.41
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,6,155.42,153.48
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,7,156.21,154.16
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,8,156.42,154.57
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,9,156.58,155.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,10 ,156.71,155.44
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,11 ,156.62,156.08
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,12 ,156.85,156.96
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,1,157.07,157.55
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,2,158.08,158.3
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,3,159.24,158.76
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,4,160.43,159.51
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,5,161.79,159.99
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,6,162.68,160.61
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,7,163.31,161.12
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,8,163.59,161.58
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,9,163.97,162.29
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,10 ,164.7 ,163.34
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,11 ,164.06,163.5
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,12 ,164.04,164.17
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,1,164.37,164.93
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,2,165.06,165.4
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,3,166.56,166.13
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,4,167.39,166.41
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,5,168.9 ,166.96
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,6,170.08,167.83
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,7,170.59,168.24
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,8,171.05,168.88
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,9,171.48,169.68
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,10 ,171.47,169.99
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,11 ,172.01,171.44
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,12 ,171.41,171.54
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,1,172.08,172.81
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,2,172.61,173.1
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,3,173.63,173.31
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,4,175.05,173.97
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,5,176.93,174.79
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,6,177.62,175.18
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,7,178.55,176
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,8,179.19,176.84
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,9,179.31,177.38
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,10 ,179.84,178.27
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,11 ,179.67,179.12
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,12 ,179.86,180.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,1,178.76,179.67
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,2,180.59,181.26
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,3,181.79,181.61
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,4,183.31,182.11
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,5,185.28,182.86
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,6,186.38,183.65
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,7,187.15,184.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,8,187.6 ,185.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,9,187.25,185.21
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,10 ,187.85,186.2
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,11 ,187.56,187.06
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,12 ,187.08,187.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,1,187.23,188.42
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,2,186.83,187.66
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,3,189.21,189.16
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,4,191.31,190.01
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,5,192.74,190.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,6,193.64,190.57
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,7,194.07,191.05
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,8,194.08,191.22
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,9,194.75,192.65
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,10 ,194.75,193.11
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,11 ,193.64,193.17
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,12 ,193.03,193.53
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,1,192.5 ,193.95
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,2,192.92,193.89
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,3,193.7 ,193.83
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,4,195.95,194.66
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,5,197.46,194.45
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,6,197.12,193.72
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,7,197.38,194.13
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,8,196.78,193.73
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,9,195.82,193.64
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,10 ,194.9 ,193.36
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,11 ,192.91,192.39
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,12 ,192.77,193.49
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,1,192.93,194.6
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,2,192.37,193.5
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,3,193.52,193.93
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,4,194.3 ,193.09
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,5,195.51,192.24
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,6,195.59,191.97
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,7,193.7 ,190.3
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,8,193.18,189.93
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,9,190.72,188.49
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,10 ,189.08,187.62
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,11 ,187.51,186.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,12 ,184.33,185.18
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,1,182.4 ,184.14
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,2,182.76,184.09
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,3,182.66,183.47
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,4,182.46,181.47
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,5,182.91,179.63
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,6,183.01,179.36
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,7,181.5 ,178.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,8,180.49,177.24
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,9,176.64,174.38
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,10 ,175.53,174.19
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,11 ,172.06,170.95
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,12 ,170.57,171.45
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,1,173.19,175.09
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,2,172.33,173.96
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,3,171.51,172.77
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,4,171.64,170.87
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,5,175.04,171.8
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,6,174.13,170.38
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,7,173.27,169.64
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,8,172.25,168.87
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,9,172.14,169.77
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,10 ,170.11,168.79
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,11 ,170.9 ,169.47
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,12 ,166.86,167.85
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,1,165.23,167.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,2,164.9 ,166.86
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,3,165.89,167.49
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,4,167.89,167.23
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,5,170.54,167.27
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,6,169.21,165.22
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,7,168.24,164.28
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,8,168.47,164.86
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,9,165.41,162.83
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,10 ,166.73,165.41
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,11 ,165.7 ,164.1
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,12 ,161.04,162.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,1,159.47,161.84
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,2,158,160.32
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,3,155.95,157.72
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,4,158.71,158.07
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,5,161.31,158.17
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,6,163.43,159.33
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,7,164.63,160.4
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,8,162.73,158.96
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,9,162.27,159.61
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,10 ,160.04,158.72
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,11 ,162.2 ,160.67
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,12 ,158.85,159.9
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,1,156.38,159.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,2,157.05,159.65
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,3,159.07,160.86
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,4,162.38,161.6
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,5,165.75,162.52
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,6,167.48,162.94
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,7,167.69,163.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,8,167.41,163.3
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,9,167.07,164.22
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,10 ,166.24,164.85
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,11 ,165.51,164.15
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,12 ,163.78,164.9
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,1,162.97,165.99
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,2,164.36,167.28
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,3,167.26,168.89
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,4,170.45,169.47
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,5,173.81,170.49
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,6,176.51,171.44
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,7,177.59,172.47
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,8,177.66,173.14
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,9,176.08,173.1
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,10 ,174.78,173.29
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,11 ,175.44,174.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,12 ,174.15,175.39
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,1,172.52,175.93
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,2,173.4 ,176.53
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,3,175.45,176.75
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,4,179.15,178.01
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,5,181.37,177.96
